url_length,body_length,entropy,n_params,has_suspicious_chars,req_per_minute
18,0,4.0588,0,0,41
29,0,4.3492,0,0,41
18,0,4.0588,0,0,41
20,0,3.3464,0,0,41
37,0,3.9156,0,0,41
31,0,3.8489,0,0,41
37,0,3.9156,0,0,41
31,0,3.8489,0,0,41
36,0,4.5724,0,0,41
40,0,4.1776,0,0,41
37,0,3.9156,0,0,41
15,0,3.2402,0,0,41
37,0,3.9156,0,0,41
29,0,3.9523,0,0,41
37,0,3.9156,0,0,41
37,0,3.9156,0,0,41
24,0,3.7406,1,0,41
35,0,4.3077,1,0,41
15,0,3.1899,0,0,41
35,0,4.3077,1,0,41
49,0,4.0834,0,0,41
47,0,4.0949,0,0,41
50,0,3.9762,0,0,41
46,0,4.0051,0,0,41
46,0,4.1541,0,0,41
49,0,4.0742,0,0,41
40,0,3.9537,0,0,41
43,0,4.1649,0,0,41
48,0,4.0485,0,0,41
52,0,4.1908,0,0,41
49,0,4.135,0,0,41
54,0,4.1742,0,0,41
45,0,4.0221,0,0,41
46,0,4.0672,0,0,41
46,0,4.0228,0,0,41
1,0,-0.0,0,0,40
13,0,3.1808,0,0,40
8,0,3.0,0,0,40
11,0,3.0272,0,0,40
11,0,2.7322,0,0,40
18,0,4.0588,0,0,40
29,0,4.3492,0,0,40
18,0,4.0588,0,0,40
18,0,4.1699,0,0,40
20,0,3.3464,0,0,40
31,0,3.8489,0,0,40
37,0,3.9156,0,0,40
31,0,3.8489,0,0,40
36,0,4.5724,0,0,40
37,0,3.9156,0,0,40
15,0,3.2402,0,0,40
37,0,3.9156,0,0,40
37,0,3.9156,0,0,40
37,0,3.9156,0,0,40
40,0,4.1776,0,0,40
37,0,3.9156,0,0,40
24,0,3.7406,1,0,40
35,0,4.3077,1,0,40
15,0,3.1899,0,0,40
46,0,4.0051,0,0,40
50,0,3.9762,0,0,40
47,0,4.0949,0,0,40
35,0,4.3077,1,0,40
49,0,4.0834,0,0,40
46,0,4.1541,0,0,40
43,0,4.1649,0,0,40
48,0,4.0485,0,0,40
40,0,3.9537,0,0,40
52,0,4.1908,0,0,40
49,0,4.0742,0,0,40
54,0,4.1742,0,0,40
46,0,4.0228,0,0,40
46,0,4.0672,0,0,40
49,0,4.135,0,0,40
45,0,4.0221,0,0,40
1,0,-0.0,0,0,41
13,0,3.1808,0,0,41
11,0,3.0272,0,0,41
11,0,2.7322,0,0,41
8,0,3.0,0,0,41
29,0,4.3492,0,0,41
18,0,4.0588,0,0,41
18,0,4.0588,0,0,41
18,0,4.1699,0,0,41
20,0,3.3464,0,0,41
31,0,3.8489,0,0,41
37,0,3.9156,0,0,41
31,0,3.8489,0,0,41
37,0,3.9156,0,0,41
40,0,4.1776,0,0,41
37,0,3.9156,0,0,41
36,0,4.5724,0,0,41
37,0,3.9156,0,0,41
15,0,3.2402,0,0,41
29,0,3.9523,0,0,41
37,0,3.9156,0,0,41
37,0,3.9156,0,0,41
24,0,3.7406,1,0,41
35,0,4.3077,1,0,41
15,0,3.1899,0,0,41
35,0,4.3077,1,0,41
46,0,4.0051,0,0,41
50,0,3.9762,0,0,41
49,0,4.0834,0,0,41
47,0,4.0949,0,0,41
46,0,4.1541,0,0,41
43,0,4.1649,0,0,41
49,0,4.0742,0,0,41
40,0,3.9537,0,0,41
48,0,4.0485,0,0,41
52,0,4.1908,0,0,41
54,0,4.1742,0,0,41
46,0,4.0228,0,0,41
49,0,4.135,0,0,41
46,0,4.0672,0,0,41
45,0,4.0221,0,0,41
45,0,4.2946,1,0,6
49,0,4.2387,1,0,6
49,0,4.3874,1,1,6
45,0,4.2502,1,0,6
45,0,4.2502,1,0,6
57,0,4.4527,2,0,6
51,0,4.3956,1,0,8
16,0,3.3278,0,0,8
34,0,4.2339,1,0,8
86,0,4.1934,1,1,8
63,0,4.2032,1,0,8
64,0,4.4353,1,0,8
57,0,4.4373,1,0,8
70,0,4.423,1,0,8
1,0,-0.0,0,0,35101
13,0,3.1808,0,0,35101
8,0,3.0,0,0,35101
11,0,3.0272,0,0,35101
11,0,2.7322,0,0,35101
18,0,4.1699,0,0,35101
18,0,4.0588,0,0,35101
29,0,4.3492,0,0,35101
18,0,4.0588,0,0,35101
20,0,3.3464,0,0,35101
31,0,3.8489,0,0,35101
37,0,3.9156,0,0,35101
31,0,3.8489,0,0,35101
36,0,4.5724,0,0,35101
37,0,3.9156,0,0,35101
37,0,3.9156,0,0,35101
15,0,3.2402,0,0,35101
37,0,3.9156,0,0,35101
37,0,3.9156,0,0,35101
40,0,4.1776,0,0,35101
24,0,3.7406,1,0,35101
37,0,3.9156,0,0,35101
29,0,3.9523,0,0,35101
35,0,4.3077,1,0,35101
15,0,3.1899,0,0,35101
46,0,4.0051,0,0,35101
50,0,3.9762,0,0,35101
49,0,4.0834,0,0,35101
47,0,4.0949,0,0,35101
48,0,4.0485,0,0,35101
46,0,4.1541,0,0,35101
43,0,4.1649,0,0,35101
52,0,4.1908,0,0,35101
49,0,4.0742,0,0,35101
40,0,3.9537,0,0,35101
54,0,4.1742,0,0,35101
46,0,4.0228,0,0,35101
46,0,4.0672,0,0,35101
49,0,4.135,0,0,35101
35,0,4.3077,1,0,35101
45,0,4.0221,0,0,35101
28,0,3.655,1,0,35101
292,0,4.9581,2,1,35101
28,0,3.655,1,0,35101
36,0,4.107,1,0,35101
66,0,4.0501,1,0,35101
87,0,4.1234,1,0,35101
36,0,4.1972,1,0,35101
129,0,3.9411,1,0,35101
174,0,3.7842,1,0,35101
180,0,3.8301,1,0,35101
186,0,3.7798,1,0,35101
168,0,3.8564,1,0,35101
207,0,3.7181,1,0,35101
213,0,3.6915,1,0,35101
174,0,3.8474,1,0,35101
201,0,3.7556,1,0,35101
174,0,3.7639,1,0,35101
180,0,3.7449,1,0,35101
168,0,3.6835,1,0,35101
207,0,3.706,1,0,35101
201,0,3.7208,1,0,35101
165,0,3.7658,1,0,35101
129,0,3.94,1,0,35101
162,0,3.7672,1,0,35101
168,0,3.7322,1,0,35101
174,0,3.8233,1,0,35101
96,0,4.0689,1,0,35101
126,0,3.9647,1,0,35101
123,0,3.8845,1,0,35101
474,0,3.4642,1,0,35101
477,0,3.4945,1,0,35101
480,0,3.4897,1,0,35101
483,0,3.4527,1,0,35101
477,0,3.4612,1,0,35101
477,0,3.4771,1,0,35101
480,0,3.5177,1,0,35101
474,0,3.4598,1,0,35101
474,0,3.4664,1,0,35101
477,0,3.4977,1,0,35101
480,0,3.442,1,0,35101
471,0,3.4771,1,0,35101
132,0,3.9173,1,0,35101
135,0,3.9061,1,0,35101
138,0,3.9535,1,0,35101
132,0,3.9482,1,0,35101
132,0,3.9673,1,0,35101
135,0,3.9066,1,0,35101
129,0,3.8562,1,0,35101
132,0,3.9413,1,0,35101
135,0,3.9409,1,0,35101
102,0,3.9918,1,0,35101
105,0,3.9762,1,0,35101
108,0,3.9553,1,0,35101
111,0,3.9671,1,0,35101
105,0,3.8753,1,0,35101
105,0,4.0433,1,0,35101
108,0,4.0303,1,0,35101
102,0,3.9402,1,0,35101
102,0,4.0561,1,0,35101
105,0,3.9995,1,0,35101
108,0,3.9659,1,0,35101
99,0,3.99,1,0,35101
102,0,4.0908,1,0,35101
105,0,3.9629,1,0,35101
108,0,4.0343,1,0,35101
111,0,3.9892,1,0,35101
105,0,4.0186,1,0,35101
105,0,4.0307,1,0,35101
108,0,4.0395,1,0,35101
102,0,4.0599,1,0,35101
102,0,4.0683,1,0,35101
105,0,4.0425,1,0,35101
108,0,4.0284,1,0,35101
99,0,4.0532,1,0,35101
366,0,3.5589,1,0,35101
411,0,3.5168,1,0,35101
417,0,3.5153,1,0,35101
423,0,3.5441,1,0,35101
405,0,3.5085,1,0,35101
444,0,3.5016,1,0,35101
450,0,3.5196,1,0,35101
411,0,3.512,1,0,35101
438,0,3.5251,1,0,35101
411,0,3.5346,1,0,35101
417,0,3.5297,1,0,35101
405,0,3.5151,1,0,35101
444,0,3.4967,1,0,35101
438,0,3.4827,1,0,35101
402,0,3.5143,1,0,35101
366,0,3.5867,1,0,35101
399,0,3.491,1,0,35101
405,0,3.5279,1,0,35101
411,0,3.5208,1,0,35101
333,0,3.5884,1,0,35101
363,0,3.5616,1,0,35101
360,0,3.5554,1,0,35101
174,0,3.8636,1,0,35101
219,0,3.792,1,0,35101
225,0,3.7124,1,0,35101
231,0,3.8079,1,0,35101
213,0,3.7483,1,0,35101
252,0,3.6799,1,0,35101
258,0,3.6829,1,0,35101
219,0,3.6793,1,0,35101
246,0,3.7904,1,0,35101
219,0,3.7932,1,0,35101
225,0,3.7292,1,0,35101
213,0,3.7632,1,0,35101
252,0,3.7048,1,0,35101
246,0,3.6572,1,0,35101
210,0,3.8018,1,0,35101
174,0,3.9325,1,0,35101
207,0,3.8294,1,0,35101
213,0,3.7217,1,0,35101
219,0,3.781,1,0,35101
141,0,3.9217,1,0,35101
171,0,3.9059,1,0,35101
168,0,3.9047,1,0,35101
555,0,3.5096,1,0,35101
597,0,3.4922,1,0,35101
606,0,3.4626,1,0,35101
609,0,3.4915,1,0,35101
594,0,3.4891,1,0,35101
633,0,3.4764,1,0,35101
639,0,3.4421,1,0,35101
597,0,3.474,1,0,35101
633,0,3.4697,1,0,35101
597,0,3.4779,1,0,35101
603,0,3.4659,1,0,35101
591,0,3.466,1,0,35101
630,0,3.4348,1,0,35101
627,0,3.4579,1,0,35101
585,0,3.4624,1,0,35101
552,0,3.4955,1,0,35101
588,0,3.4932,1,0,35101
594,0,3.4778,1,0,35101
597,0,3.4844,1,0,35101
519,0,3.5231,1,0,35101
552,0,3.5143,1,0,35101
546,0,3.4885,1,0,35101
495,0,3.4961,1,0,35101
540,0,3.4441,1,0,35101
546,0,3.4744,1,0,35101
552,0,3.453,1,0,35101
534,0,3.4642,1,0,35101
573,0,3.471,1,0,35101
579,0,3.4699,1,0,35101
540,0,3.4733,1,0,35101
567,0,3.4652,1,0,35101
540,0,3.4469,1,0,35101
546,0,3.4686,1,0,35101
534,0,3.4853,1,0,35101
573,0,3.4471,1,0,35101
567,0,3.4138,1,0,35101
531,0,3.4607,1,0,35101
495,0,3.494,1,0,35101
528,0,3.5024,1,0,35101
534,0,3.4611,1,0,35101
540,0,3.4709,1,0,35101
462,0,3.4852,1,0,35101
492,0,3.5091,1,0,35101
489,0,3.5072,1,0,35101
351,0,3.5811,1,0,35101
408,0,3.5474,1,0,35101
405,0,3.5602,1,0,35101
417,0,3.5236,1,0,35101
396,0,3.5524,1,0,35101
432,0,3.5095,1,0,35101
438,0,3.5428,1,0,35101
399,0,3.5479,1,0,35101
426,0,3.5352,1,0,35101
402,0,3.5441,1,0,35101
402,0,3.4907,1,0,35101
399,0,3.5382,1,0,35101
435,0,3.4817,1,0,35101
432,0,3.4879,1,0,35101
390,0,3.5337,1,0,35101
360,0,3.5889,1,0,35101
393,0,3.5548,1,0,35101
393,0,3.5345,1,0,35101
399,0,3.5477,1,0,35101
324,0,3.6271,1,0,35101
354,0,3.5862,1,0,35101
345,0,3.5799,1,0,35101
387,0,3.5303,1,0,35101
297,0,3.5823,1,0,35101
417,0,3.5117,1,0,35101
450,0,3.4938,1,0,35101
348,0,3.5468,1,0,35101
93,0,3.9321,1,0,35101
456,0,3.4295,1,0,35101
462,0,3.4463,1,0,35101
222,0,3.7326,1,0,35101
228,0,3.713,1,0,35101
468,0,3.5321,1,0,35101
435,0,3.5153,1,0,35101
495,0,3.5475,1,0,35101
462,0,3.5102,1,0,35101
336,0,3.5751,1,0,35101
303,0,3.6284,1,0,35101
456,0,3.4774,1,0,35101
423,0,3.4828,1,0,35101
489,0,3.4497,1,0,35101
456,0,3.4789,1,0,35101
138,0,3.9391,1,0,35101
183,0,3.817,1,0,35101
189,0,3.8198,1,0,35101
195,0,3.8049,1,0,35101
177,0,3.8647,1,0,35101
216,0,3.7769,1,0,35101
222,0,3.7379,1,0,35101
183,0,3.8422,1,0,35101
210,0,3.718,1,0,35101
183,0,3.7438,1,0,35101
189,0,3.7988,1,0,35101
177,0,3.8309,1,0,35101
216,0,3.6948,1,0,35101
210,0,3.7144,1,0,35101
174,0,3.7759,1,0,35101
138,0,3.9747,1,0,35101
171,0,3.8028,1,0,35101
177,0,3.8469,1,0,35101
183,0,3.7363,1,0,35101
105,0,4.0902,1,0,35101
135,0,3.9609,1,0,35101
132,0,3.9377,1,0,35101
315,0,3.5821,1,0,35101
318,0,3.6036,1,0,35101
321,0,3.6214,1,0,35101
324,0,3.6294,1,0,35101
318,0,3.5789,1,0,35101
318,0,3.6209,1,0,35101
321,0,3.6134,1,0,35101
315,0,3.6223,1,0,35101
315,0,3.6257,1,0,35101
318,0,3.6118,1,0,35101
321,0,3.5838,1,0,35101
312,0,3.6223,1,0,35101
249,0,3.6429,1,0,35101
252,0,3.7119,1,0,35101
255,0,3.6884,1,0,35101
258,0,3.6715,1,0,35101
252,0,3.6957,1,0,35101
252,0,3.7187,1,0,35101
255,0,3.7123,1,0,35101
249,0,3.717,1,0,35101
249,0,3.7278,1,0,35101
252,0,3.6851,1,0,35101
255,0,3.6594,1,0,35101
246,0,3.7507,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
